Here’s the list in lowercase and inline:

date, year, territorial authority, territorial_authority_grouped, region, gmp, venues, gaming machines, dep_very_low (1-2), dep_medium_low (3-4), dep_medium (5-6), dep_medium_high (7-8), dep_high (9-10)
1/12/2018,2018,Southland District,Southland District,Southland,635913.77,15,88,0,7,2,5,1
1/12/2018,2018,Stratford District,Stratford District,Taranaki,400901.28,2,27,0,0,0,2,0
1/12/2018,2018,Tararua District,Tararua District,Manawatu-Wanganui,1010922.78,9,115,0,0,1,1,7
1/12/2018,2018,Tasman District,Tasman District,Tasman,2033535.48,13,166,2,1,4,5,1
1/12/2018,2018,Taupo District,Taupo District,Waikato,2405755.49,11,151,0,0,0,2,9
1/12/2018,2018,Tauranga District,Tauranga District,Bay of Plenty,9214926.56,35,497,1,2,9,14,9
1/12/2018,2018,Thames-Coromandel District,Thames-Coromandel District,Waikato,2633499.18,21,258,1,0,3,10,7
1/12/2018,2018,Timaru District,Timaru District,Canterbury,2529467.74,14,165,0,2,6,6,0
1/12/2018,2018,Upper Hutt City,Upper Hutt City,Wellington,2560450,10,148,0,1,0,3,6
1/12/2018,2018,Waikato District,Waikato District,Waikato,2463801.53,18,235,1,2,3,3,9
1/12/2018,2018,Waimakariri District,Waimakariri District,Canterbury,2044799.12,12,163,2,1,4,5,0
1/12/2018,2018,Waimate District,Waimate District,Canterbury,224879.26,3,19,0,0,0,0,3
1/12/2018,2018,Waipa District,Waipa District,Waikato,2310435.97,15,228,0,1,2,12,0
1/12/2018,2018,Wairoa District,Wairoa District,Hawke's Bay,671147.14,4,58,0,1,0,1,2
1/12/2018,2018,Waitaki District,Waitaki District,Canterbury,847729.48,12,111,1,2,1,8,0
1/12/2018,2018,Waitomo District,Waitomo District,Waikato,641901.71,5,63,0,0,0,1,4
1/12/2018,2018,Wanganui District,Wanganui District,Manawatu-Wanganui,2713916.75,15,207,0,0,1,0,14
1/12/2018,2018,Wellington City,Wellington City,Wellington,10253185.38,42,668,3,4,13,22,0
1/12/2018,2018,Western Bay Of Plenty District,Western Bay Of Plenty District,Bay of Plenty,1768877.41,11,154,0,1,6,1,3
1/12/2018,2018,Westland District,Westland District,West Coast,460042.22,6,58,0,1,0,5,0
1/12/2018,2018,Whakatane District,Whakatane District,Bay of Plenty,2696174.33,12,179,0,1,0,0,11
1/12/2018,2018,Whangarei District,Whangarei District,Northland,4398813.95,19,274,0,1,2,5,11
1/09/2018,2018,Ashburton District,Ashburton District,Canterbury,1647477.35,12,134,3,2,3,4,0
1/09/2018,2018,Auckland Council - Albert - Eden,Auckland City,Auckland,4170124.93,12,161,3,8,1,0,0
1/09/2018,2018,Auckland Council - Devonport - Takapuna,Auckland City,Auckland,1141585.8,7,110,2,5,0,0,0
1/09/2018,2018,Auckland Council - Franklin,Auckland City,Auckland,2603005.54,15,196,1,3,4,3,4
1/09/2018,2018,Auckland Council - Henderson - Massey,Auckland City,Auckland,5778286.21,13,212,2,0,3,2,6
1/09/2018,2018,Auckland Council - Hibiscus And Bays,Auckland City,Auckland,2962120.49,17,225,0,11,6,0,0
1/09/2018,2018,Auckland Council - Howick,Auckland City,Auckland,7500703.19,21,315,6,7,5,2,1
1/09/2018,2018,Auckland Council - Kaipatiki,Auckland City,Auckland,5244962.77,17,220,3,3,10,1,0
1/09/2018,2018,Auckland Council - Mangere - Otahuhu,Auckland City,Auckland,6203275.12,14,222,0,0,0,2,12
1/09/2018,2018,Auckland Council - Manurewa,Auckland City,Auckland,5720523.55,13,189,0,0,1,5,7
1/09/2018,2018,Auckland Council - Maungakiekie - Tamaki,Auckland City,Auckland,5231105.25,18,256,0,1,2,10,5
1/09/2018,2018,Auckland Council - Orakei,Auckland City,Auckland,1451329.87,6,69,3,2,1,0,0
1/09/2018,2018,Auckland Council - Otara - Papatoetoe,Auckland City,Auckland,7239283.79,18,272,0,0,0,6,12
1/09/2018,2018,Auckland Council - Papakura,Auckland City,Auckland,3745349.5,12,198,0,1,2,0,9
1/09/2018,2018,Auckland Council - Puketapapa,Auckland City,Auckland,1084845.82,2,27,0,1,0,1,0
1/09/2018,2018,Auckland Council - Rodney,Auckland City,Auckland,1604155.24,10,134,0,4,3,1,2
1/09/2018,2018,Auckland Council - Upper Harbour,Auckland City,Auckland,2323997.82,11,133,2,8,1,0,0
1/09/2018,2018,Auckland Council - Waiheke,Auckland City,Auckland,209151.14,2,18,0,0,1,1,0
1/09/2018,2018,Auckland Council - Waitakere Ranges,Auckland City,Auckland,2196578.93,7,84,1,0,1,5,0
1/09/2018,2018,Auckland Council - Waitemata,Auckland City,Auckland,4384479.77,19,253,1,3,6,1,8
1/09/2018,2018,Auckland Council - Whau,Auckland City,Auckland,2617906.43,10,142,0,1,1,3,5
1/09/2018,2018,Buller District,Buller District,West Coast,515588.86,8,72,0,0,2,6,0
1/09/2018,2018,Carterton District,Carterton District,Wellington,493545.01,3,45,0,0,0,3,0
1/09/2018,2018,Central Hawke's Bay District,Central Hawke's Bay District,Hawke's Bay,562631.7,4,45,0,0,0,4,0
1/09/2018,2018,Central Otago District,Central Otago District,Otago,1014906.59,11,116,1,1,8,1,0
1/09/2018,2018,Chatham Islands District,Chatham Islands District,Canterbury,47568.29,1,2,0,0,0,1,0
1/09/2018,2018,Christchurch City Including Banks Peninsula Ward,Christchurch City,Canterbury,19538217.72,80,1297,8,15,18,34,5
1/09/2018,2018,Clutha District,Clutha District,Otago,572397.76,12,77,1,1,6,4,0
1/09/2018,2018,Dunedin City,Dunedin City,Otago,4420947.7,30,409,1,1,9,14,5
1/09/2018,2018,Far North District,Far North District,Northland,3723846.65,21,291,0,0,3,5,13
1/09/2018,2018,Gisborne District,Gisborne District,Gisborne,2791894.64,13,180,0,0,0,0,13
1/09/2018,2018,Gore District,Gore District,Southland,836126.09,7,84,1,0,2,2,2
1/09/2018,2018,Grey District,Grey District,West Coast,913403.53,9,90,1,0,2,5,1
1/09/2018,2018,Hamilton City,Hamilton City,Waikato,6574868.91,28,406,0,2,1,10,15
1/09/2018,2018,Hastings District,Hastings District,Hawke's Bay,4612008.73,17,276,1,3,0,1,12
1/09/2018,2018,Hauraki District,Hauraki District,Waikato,1400362.69,9,119,1,0,0,1,7
1/09/2018,2018,Horowhenua District,Horowhenua District,Manawatu-Wanganui,2232314.07,11,161,0,0,0,0,11
1/09/2018,2018,Hurunui District (June 2019 incd. Kaikoura),Hurunui District (June 2019 incd. Kaikoura),Canterbury,342228.39,9,57,2,3,2,2,0
1/09/2018,2018,Invercargill City,Invercargill City,Southland,4019267.65,17,247,1,3,1,5,7
1/09/2018,2018,Kaikoura District,Kaikoura District,Canterbury,279376.34,3,15,0,0,0,3,0
1/09/2018,2018,Kaipara District,Kaipara District,Northland,634415.52,6,51,0,0,0,2,4
1/09/2018,2018,Kapiti Coast District,Kapiti Coast District,Wellington,2384124.88,12,191,0,1,5,2,4
1/09/2018,2018,Kawerau District,Kawerau District,Bay of Plenty,580517.8,3,51,0,0,0,0,3
1/09/2018,2018,Lower Hutt City,Lower Hutt City,Wellington,7257887.45,29,437,7,0,6,10,6
1/09/2018,2018,Mackenzie District,Mackenzie District,Canterbury,202292.81,5,41,0,4,1,0,0
1/09/2018,2018,Manawatu District,Manawatu District,Manawatu-Wanganui,851025.31,5,78,0,0,0,5,0
1/09/2018,2018,Marlborough District,Marlborough District,Marlborough,2557791.32,15,203,0,3,2,9,1
1/09/2018,2018,Masterton District,Masterton District,Wellington,1038230.85,4,64,0,0,0,0,4
1/09/2018,2018,Matamata-Piako District,Matamata-Piako District,Waikato,1538753.87,13,157,0,0,3,7,3
1/09/2018,2018,Napier City,Napier City,Hawke's Bay,5115360.78,18,290,0,7,4,5,2
1/09/2018,2018,Nelson City,Nelson City,Nelson,2747107.03,11,151,0,1,0,9,1
1/09/2018,2018,New Plymouth District,New Plymouth District,Taranaki,4020760.95,24,326,1,0,7,12,4
1/09/2018,2018,Opotiki District,Opotiki District,Bay of Plenty,668565.12,4,57,0,0,0,0,4
1/09/2018,2018,Otorohanga District,Otorohanga District,Waikato,277687,2,23,0,0,0,0,2
1/09/2018,2018,Palmerston North City,Palmerston North City,Manawatu-Wanganui,4968580.88,22,313,1,0,2,4,15
1/09/2018,2018,Porirua City,Porirua City,Wellington,3523710.8,12,165,2,0,0,0,10
1/09/2018,2018,Queenstown-Lakes District,Queenstown-Lakes District,Otago,820105.06,8,92,5,1,2,0,0
1/09/2018,2018,Rangitikei District,Rangitikei District,Manawatu-Wanganui,665851.17,5,58,0,0,0,2,3
1/09/2018,2018,Rotorua District,Rotorua District,Bay of Plenty,6196830.08,26,383,0,1,1,4,20
1/09/2018,2018,Ruapehu District,Ruapehu District,Manawatu-Wanganui,705266.8,7,89,0,0,0,3,4
1/09/2018,2018,Selwyn District,Selwyn District,Canterbury,1011711.9,13,121,11,2,0,0,0
1/09/2018,2018,South Taranaki District (March 2021 incd. Stratford),South Taranaki District (March 2021 incd. Stratford),Taranaki,1382763.19,10,121,0,0,0,4,6
1/09/2018,2018,South Waikato District,South Waikato District,Waikato,1844798.1,12,178,0,0,0,1,11
1/09/2018,2018,South Wairarapa District,South Wairarapa District,Wellington,386387.6,5,56,0,0,3,0,2
1/09/2018,2018,Southland District,Southland District,Southland,633223.65,16,90,0,8,2,5,1
1/09/2018,2018,Stratford District,Stratford District,Taranaki,360512.77,2,27,0,0,0,2,0
1/09/2018,2018,Tararua District,Tararua District,Manawatu-Wanganui,963278.97,10,122,0,0,1,1,8
1/09/2018,2018,Tasman District,Tasman District,Tasman,2012065.63,13,166,2,1,4,5,1
1/09/2018,2018,Taupo District,Taupo District,Waikato,2235480.54,11,160,0,0,0,1,10
1/09/2018,2018,Tauranga District,Tauranga District,Bay of Plenty,9290271.33,36,515,1,2,9,15,9
1/09/2018,2018,Thames-Coromandel District,Thames-Coromandel District,Waikato,2379665.12,21,252,1,0,3,10,7
1/09/2018,2018,Timaru District,Timaru District,Canterbury,2522675.81,14,168,0,2,6,6,0
1/09/2018,2018,Upper Hutt City,Upper Hutt City,Wellington,2509502.01,10,148,0,1,0,3,6
1/09/2018,2018,Waikato District,Waikato District,Waikato,2301287.77,18,235,1,2,3,3,9
1/09/2018,2018,Waimakariri District,Waimakariri District,Canterbury,1988967.94,12,163,2,1,4,5,0
1/09/2018,2018,Waimate District,Waimate District,Canterbury,185279.31,3,19,0,0,0,0,3
1/09/2018,2018,Waipa District,Waipa District,Waikato,2078454.12,15,228,0,1,2,12,0
1/09/2018,2018,Wairoa District,Wairoa District,Hawke's Bay,606513.83,4,58,0,1,0,1,2
1/09/2018,2018,Waitaki District,Waitaki District,Canterbury,893040.55,12,110,1,2,1,8,0
1/09/2018,2018,Waitomo District,Waitomo District,Waikato,615260.08,5,63,0,0,0,1,4
1/09/2018,2018,Wanganui District,Wanganui District,Manawatu-Wanganui,2730789.01,15,207,0,0,1,0,14
1/09/2018,2018,Wellington City,Wellington City,Wellington,10347927.98,43,678,3,4,13,23,0
1/09/2018,2018,Western Bay Of Plenty District,Western Bay Of Plenty District,Bay of Plenty,1750176.04,11,154,0,1,6,1,3
1/09/2018,2018,Westland District,Westland District,West Coast,402077.48,7,62,0,1,0,6,0
1/09/2018,2018,Whakatane District,Whakatane District,Bay of Plenty,2568939.9,12,179,0,1,0,0,11
1/09/2018,2018,Whangarei District,Whangarei District,Northland,4330327.63,20,283,0,1,2,5,12
1/06/2018,2018,Ashburton District,Ashburton District,Canterbury,1577346.78,12,134,3,2,3,4,0
1/06/2018,2018,Auckland Council - Albert - Eden,Auckland City,Auckland,4008144.09,12,161,3,8,1,0,0
1/06/2018,2018,Auckland Council - Devonport - Takapuna,Auckland City,Auckland,1161227.48,7,111,2,5,0,0,0
1/06/2018,2018,Auckland Council - Franklin,Auckland City,Auckland,2721505.64,15,196,1,3,4,3,4
1/06/2018,2018,Auckland Council - Henderson - Massey,Auckland City,Auckland,5540336.91,14,215,2,0,4,2,6
1/06/2018,2018,Auckland Council - Hibiscus And Bays,Auckland City,Auckland,2883422.46,17,224,0,11,6,0,0
1/06/2018,2018,Auckland Council - Howick,Auckland City,Auckland,7066005.37,20,310,6,7,5,1,1
1/06/2018,2018,Auckland Council - Kaipatiki,Auckland City,Auckland,5032608.26,17,229,3,3,10,1,0
1/06/2018,2018,Auckland Council - Mangere - Otahuhu,Auckland City,Auckland,5632963.97,15,228,0,0,0,2,13
1/06/2018,2018,Auckland Council - Manurewa,Auckland City,Auckland,5353847.64,13,189,0,0,1,5,7
1/06/2018,2018,Auckland Council - Maungakiekie - Tamaki,Auckland City,Auckland,4802087.93,18,256,0,1,2,10,5
1/06/2018,2018,Auckland Council - Orakei,Auckland City,Auckland,1372640.83,6,69,3,2,1,0,0
1/06/2018,2018,Auckland Council - Otara - Papatoetoe,Auckland City,Auckland,6782047.07,18,255,0,0,0,6,12
1/06/2018,2018,Auckland Council - Papakura,Auckland City,Auckland,3546526.4,12,198,0,1,2,0,9
1/06/2018,2018,Auckland Council - Puketapapa,Auckland City,Auckland,1332557.46,2,27,0,1,0,1,0
1/06/2018,2018,Auckland Council - Rodney,Auckland City,Auckland,1485265.98,10,134,0,4,3,1,2
1/06/2018,2018,Auckland Council - Upper Harbour,Auckland City,Auckland,2145550.28,11,133,2,8,1,0,0
1/06/2018,2018,Auckland Council - Waiheke,Auckland City,Auckland,234337.43,2,18,0,0,1,1,0
1/06/2018,2018,Auckland Council - Waitakere Ranges,Auckland City,Auckland,2148001.11,7,84,1,0,1,5,0
1/06/2018,2018,Auckland Council - Waitemata,Auckland City,Auckland,4041347.01,19,252,1,3,6,1,8
1/06/2018,2018,Auckland Council - Whau,Auckland City,Auckland,2367771.92,10,142,0,1,1,3,5
1/06/2018,2018,Buller District,Buller District,West Coast,516345.04,8,72,0,0,2,6,0
1/06/2018,2018,Carterton District,Carterton District,Wellington,447637.89,3,45,0,0,0,3,0
1/06/2018,2018,Central Hawke's Bay District,Central Hawke's Bay District,Hawke's Bay,544280.15,4,45,0,0,0,4,0
1/06/2018,2018,Central Otago District,Central Otago District,Otago,999610.93,11,116,1,1,8,1,0
1/06/2018,2018,Chatham Islands District,Chatham Islands District,Canterbury,53887.11,1,2,0,0,0,1,0
1/06/2018,2018,Christchurch City Including Banks Peninsula Ward,Christchurch City,Canterbury,18980183.03,84,1317,9,16,18,35,6
1/06/2018,2018,Clutha District,Clutha District,Otago,576719.9,12,77,1,1,6,4,0
1/06/2018,2018,Dunedin City,Dunedin City,Otago,4175372.69,31,412,1,1,10,14,5
1/06/2018,2018,Far North District,Far North District,Northland,3580727.33,22,298,0,0,3,5,14
1/06/2018,2018,Gisborne District,Gisborne District,Gisborne,2719030.08,13,195,0,0,0,0,13
1/06/2018,2018,Gore District,Gore District,Southland,800802.26,7,85,1,0,2,2,2
1/06/2018,2018,Grey District,Grey District,West Coast,881074.51,9,90,1,0,2,5,1
1/06/2018,2018,Hamilton City,Hamilton City,Waikato,6277840.43,28,424,0,2,1,10,15
1/06/2018,2018,Hastings District,Hastings District,Hawke's Bay,4561538.11,17,276,1,3,0,1,12
1/06/2018,2018,Hauraki District,Hauraki District,Waikato,1310510.47,9,119,1,0,0,1,7
1/06/2018,2018,Horowhenua District,Horowhenua District,Manawatu-Wanganui,2208267.03,11,161,0,0,0,0,11
1/06/2018,2018,Hurunui District (June 2019 incd. Kaikoura),Hurunui District (June 2019 incd. Kaikoura),Canterbury,348564.73,9,57,2,3,2,2,0
1/06/2018,2018,Invercargill City,Invercargill City,Southland,3982156.06,17,247,1,3,1,5,7
1/06/2018,2018,Kaikoura District,Kaikoura District,Canterbury,304708.97,3,15,0,0,0,3,0
1/06/2018,2018,Kaipara District,Kaipara District,Northland,715458.96,7,60,0,0,0,3,4
1/06/2018,2018,Kapiti Coast District,Kapiti Coast District,Wellington,2204066.87,12,191,0,1,5,2,4
1/06/2018,2018,Kawerau District,Kawerau District,Bay of Plenty,543577.66,4,54,0,0,0,0,4
1/06/2018,2018,Lower Hutt City,Lower Hutt City,Wellington,7120151.24,29,437,7,0,6,10,6
1/06/2018,2018,Mackenzie District,Mackenzie District,Canterbury,210545.04,5,41,0,4,1,0,0
1/06/2018,2018,Manawatu District,Manawatu District,Manawatu-Wanganui,761056.16,5,78,0,0,0,5,0
1/06/2018,2018,Marlborough District,Marlborough District,Marlborough,2742372.78,15,203,0,3,2,9,1
1/06/2018,2018,Masterton District,Masterton District,Wellington,1041154.5,4,64,0,0,0,0,4
1/06/2018,2018,Matamata-Piako District,Matamata-Piako District,Waikato,1522078.93,13,157,0,0,3,7,3
1/06/2018,2018,Napier City,Napier City,Hawke's Bay,4810007.92,18,290,0,7,4,5,2
1/06/2018,2018,Nelson City,Nelson City,Nelson,2621405.57,11,154,0,1,0,9,1
1/06/2018,2018,New Plymouth District,New Plymouth District,Taranaki,4121709.83,23,318,1,0,7,11,4
1/06/2018,2018,Opotiki District,Opotiki District,Bay of Plenty,673188.81,4,57,0,0,0,0,4
1/06/2018,2018,Otorohanga District,Otorohanga District,Waikato,241933.83,2,23,0,0,0,0,2
1/06/2018,2018,Palmerston North City,Palmerston North City,Manawatu-Wanganui,4768910.05,23,322,1,0,2,4,16
1/06/2018,2018,Porirua City,Porirua City,Wellington,3300739.6,12,165,2,0,0,0,10
1/06/2018,2018,Queenstown-Lakes District,Queenstown-Lakes District,Otago,791832.03,8,84,5,1,2,0,0
1/06/2018,2018,Rangitikei District,Rangitikei District,Manawatu-Wanganui,652620.45,5,58,0,0,0,2,3
1/06/2018,2018,Rotorua District,Rotorua District,Bay of Plenty,5928275.61,26,386,0,1,1,4,20
1/06/2018,2018,Ruapehu District,Ruapehu District,Manawatu-Wanganui,701362.21,7,89,0,0,0,3,4
1/06/2018,2018,Selwyn District,Selwyn District,Canterbury,976649.5,12,112,10,2,0,0,0
1/06/2018,2018,South Taranaki District (March 2021 incd. Stratford),South Taranaki District (March 2021 incd. Stratford),Taranaki,1268582.64,10,120,0,0,0,4,6
1/06/2018,2018,South Waikato District,South Waikato District,Waikato,1762010.16,12,178,0,0,0,1,11
1/06/2018,2018,South Wairarapa District,South Wairarapa District,Wellington,383589.21,6,65,0,0,4,0,2
1/06/2018,2018,Southland District,Southland District,Southland,640812.84,17,94,1,8,2,5,1
1/06/2018,2018,Stratford District,Stratford District,Taranaki,347213.02,2,27,0,0,0,2,0
1/06/2018,2018,Tararua District,Tararua District,Manawatu-Wanganui,944302.95,10,119,0,0,1,1,8
1/06/2018,2018,Tasman District,Tasman District,Tasman,1895926.63,12,152,2,1,4,4,1
1/06/2018,2018,Taupo District,Taupo District,Waikato,2084107.9,11,160,0,0,0,1,10
1/06/2018,2018,Tauranga District,Tauranga District,Bay of Plenty,8907297.52,36,515,1,2,9,15,9
1/06/2018,2018,Thames-Coromandel District,Thames-Coromandel District,Waikato,2465106.39,21,259,1,0,3,10,7
1/06/2018,2018,Timaru District,Timaru District,Canterbury,2405755.45,14,168,0,2,6,6,0
1/06/2018,2018,Upper Hutt City,Upper Hutt City,Wellington,2344062.44,10,148,0,1,0,3,6
1/06/2018,2018,Waikato District,Waikato District,Waikato,2221659.43,19,249,1,2,3,3,10
1/06/2018,2018,Waimakariri District,Waimakariri District,Canterbury,1981081.08,12,163,2,1,4,5,0
1/06/2018,2018,Waimate District,Waimate District,Canterbury,171331.37,3,19,0,0,0,0,3
1/06/2018,2018,Waipa District,Waipa District,Waikato,2105048.9,15,228,0,1,2,12,0
1/06/2018,2018,Wairoa District,Wairoa District,Hawke's Bay,646681.88,4,58,0,1,0,1,2
1/06/2018,2018,Waitaki District,Waitaki District,Canterbury,838667.94,12,110,1,2,1,8,0
1/06/2018,2018,Waitomo District,Waitomo District,Waikato,641968.18,5,63,0,0,0,1,4
1/06/2018,2018,Wanganui District,Wanganui District,Manawatu-Wanganui,2563838.89,15,225,0,0,1,0,14
1/06/2018,2018,Wellington City,Wellington City,Wellington,10364662.9,44,678,3,4,13,24,0
1/06/2018,2018,Western Bay Of Plenty District,Western Bay Of Plenty District,Bay of Plenty,1669530.65,11,154,0,1,5,2,3
1/06/2018,2018,Westland District,Westland District,West Coast,420748.17,7,63,0,1,0,6,0
1/06/2018,2018,Whakatane District,Whakatane District,Bay of Plenty,2597250.75,12,179,0,1,0,0,11
1/06/2018,2018,Whangarei District,Whangarei District,Northland,4202834.17,19,265,0,1,2,4,12
1/03/2018,2018,Ashburton District,Ashburton District,Canterbury,1421641.24,12,133,3,2,3,4,0
1/03/2018,2018,Auckland Council - Albert - Eden,Auckland City,Auckland,3683625.53,12,161,3,8,1,0,0
1/03/2018,2018,Auckland Council - Devonport - Takapuna,Auckland City,Auckland,1074494.3,7,111,2,5,0,0,0
1/03/2018,2018,Auckland Council - Franklin,Auckland City,Auckland,2580606.51,15,214,1,3,4,3,4
1/03/2018,2018,Auckland Council - Henderson - Massey,Auckland City,Auckland,4975296.52,14,215,2,0,4,2,6
1/03/2018,2018,Auckland Council - Hibiscus And Bays,Auckland City,Auckland,2677055.62,17,229,0,11,6,0,0
1/03/2018,2018,Auckland Council - Howick,Auckland City,Auckland,6330116.34,20,310,6,7,5,1,1
1/03/2018,2018,Auckland Council - Kaipatiki,Auckland City,Auckland,4648486.57,17,247,3,3,10,1,0
1/03/2018,2018,Auckland Council - Mangere - Otahuhu,Auckland City,Auckland,5172907.94,15,228,0,0,0,2,13
1/03/2018,2018,Auckland Council - Manurewa,Auckland City,Auckland,4797426.94,14,207,0,0,1,6,7
1/03/2018,2018,Auckland Council - Maungakiekie - Tamaki,Auckland City,Auckland,4410294.46,18,256,0,1,2,10,5
1/03/2018,2018,Auckland Council - Orakei,Auckland City,Auckland,1198282.3,6,69,3,2,1,0,0
1/03/2018,2018,Auckland Council - Otara - Papatoetoe,Auckland City,Auckland,6084536.16,18,255,0,0,0,6,12
1/03/2018,2018,Auckland Council - Papakura,Auckland City,Auckland,3367371.24,12,198,0,1,2,0,9
1/03/2018,2018,Auckland Council - Puketapapa,Auckland City,Auckland,1334077.53,2,27,0,1,0,1,0
1/03/2018,2018,Auckland Council - Rodney,Auckland City,Auckland,1431831.42,10,134,0,4,3,1,2
1/03/2018,2018,Auckland Council - Upper Harbour,Auckland City,Auckland,1945110.97,11,133,2,8,1,0,0
1/03/2018,2018,Auckland Council - Waiheke,Auckland City,Auckland,206375.49,2,16,0,0,1,1,0
1/03/2018,2018,Auckland Council - Waitakere Ranges,Auckland City,Auckland,2005781.01,7,84,1,0,1,5,0
1/03/2018,2018,Auckland Council - Waitemata,Auckland City,Auckland,3804490.63,19,252,1,3,6,1,8
1/03/2018,2018,Auckland Council - Whau,Auckland City,Auckland,2178109.58,10,120,0,1,1,3,5
1/03/2018,2018,Buller District,Buller District,West Coast,556588.85,8,72,0,0,2,6,0
1/03/2018,2018,Carterton District,Carterton District,Wellington,379957.24,3,45,0,0,0,3,0
1/03/2018,2018,Central Hawke's Bay District,Central Hawke's Bay District,Hawke's Bay,512343.96,4,45,0,0,0,4,0
1/03/2018,2018,Central Otago District,Central Otago District,Otago,1056017.97,11,116,1,1,8,1,0
1/03/2018,2018,Chatham Islands District,Chatham Islands District,Canterbury,46753.94,1,2,0,0,0,1,0
1/03/2018,2018,Christchurch City Including Banks Peninsula Ward,Christchurch City,Canterbury,18035621.44,86,1334,9,16,18,37,6
1/03/2018,2018,Clutha District,Clutha District,Otago,579144.58,12,77,1,1,6,4,0
1/03/2018,2018,Dunedin City,Dunedin City,Otago,4322317.92,32,423,1,1,10,15,5
1/03/2018,2018,Far North District,Far North District,Northland,3548984.49,23,305,0,0,3,6,14
1/03/2018,2018,Gisborne District,Gisborne District,Gisborne,2544856.93,12,180,0,0,0,0,12
1/03/2018,2018,Gore District,Gore District,Southland,786807.15,7,85,1,0,2,2,2
1/03/2018,2018,Grey District,Grey District,West Coast,797894.86,9,90,1,0,2,5,1
1/03/2018,2018,Hamilton City,Hamilton City,Waikato,5622728.85,28,429,0,2,1,10,15
1/03/2018,2018,Hastings District,Hastings District,Hawke's Bay,4144902.47,17,276,1,3,0,1,12
1/03/2018,2018,Hauraki District,Hauraki District,Waikato,1197193.32,9,119,1,0,0,1,7
1/03/2018,2018,Horowhenua District,Horowhenua District,Manawatu-Wanganui,1943365.3,10,154,0,0,0,0,10
1/03/2018,2018,Hurunui District (June 2019 incd. Kaikoura),Hurunui District (June 2019 incd. Kaikoura),Canterbury,389611.09,9,57,2,3,2,2,0
1/03/2018,2018,Invercargill City,Invercargill City,Southland,3754175.22,17,247,1,3,1,5,7
1/03/2018,2018,Kaikoura District,Kaikoura District,Canterbury,303987.28,3,15,0,0,0,3,0
1/03/2018,2018,Kaipara District,Kaipara District,Northland,706673.41,7,60,0,0,0,3,4
1/03/2018,2018,Kapiti Coast District,Kapiti Coast District,Wellington,1998736.46,12,191,0,1,5,2,4
1/03/2018,2018,Kawerau District,Kawerau District,Bay of Plenty,473322.9,4,54,0,0,0,0,4
1/03/2018,2018,Lower Hutt City,Lower Hutt City,Wellington,6567921.28,29,437,7,0,6,10,6
1/03/2018,2018,Mackenzie District,Mackenzie District,Canterbury,229072.8,5,41,0,4,1,0,0
1/03/2018,2018,Manawatu District,Manawatu District,Manawatu-Wanganui,681751.69,5,78,0,0,0,5,0
1/03/2018,2018,Marlborough District,Marlborough District,Marlborough,2584648.99,15,203,0,3,2,9,1
1/03/2018,2018,Masterton District,Masterton District,Wellington,978120.59,4,64,0,0,0,0,4
1/03/2018,2018,Matamata-Piako District,Matamata-Piako District,Waikato,1479311.52,13,157,0,0,3,7,3
1/03/2018,2018,Napier City,Napier City,Hawke's Bay,4653163.68,18,290,0,7,4,5,2
1/03/2018,2018,Nelson City,Nelson City,Nelson,2396818.96,11,154,0,1,0,9,1
1/03/2018,2018,New Plymouth District,New Plymouth District,Taranaki,3604103.88,23,318,1,0,7,11,4
1/03/2018,2018,Opotiki District,Opotiki District,Bay of Plenty,581983.76,4,57,0,0,0,0,4
1/03/2018,2018,Otorohanga District,Otorohanga District,Waikato,247866.8,2,23,0,0,0,0,2
1/03/2018,2018,Palmerston North City,Palmerston North City,Manawatu-Wanganui,4391565.7,23,322,1,0,2,4,16
1/03/2018,2018,Porirua City,Porirua City,Wellington,2986172.19,12,165,2,0,0,0,10
1/03/2018,2018,Queenstown-Lakes District,Queenstown-Lakes District,Otago,850600.74,8,83,5,1,2,0,0
1/03/2018,2018,Rangitikei District,Rangitikei District,Manawatu-Wanganui,659757.09,5,58,0,0,0,2,3
1/03/2018,2018,Rotorua District,Rotorua District,Bay of Plenty,5427126.45,26,386,0,1,1,4,20
1/03/2018,2018,Ruapehu District,Ruapehu District,Manawatu-Wanganui,699721.72,7,89,0,0,0,3,4
1/03/2018,2018,Selwyn District,Selwyn District,Canterbury,977932.17,12,112,10,2,0,0,0
1/03/2018,2018,South Taranaki District (March 2021 incd. Stratford),South Taranaki District (March 2021 incd. Stratford),Taranaki,1137255.8,10,120,0,0,0,4,6
1/03/2018,2018,South Waikato District,South Waikato District,Waikato,1723160.97,12,178,0,0,0,1,11
1/03/2018,2018,South Wairarapa District,South Wairarapa District,Wellington,443050.38,6,65,0,0,4,0,2
1/03/2018,2018,Southland District,Southland District,Southland,695504.58,17,94,1,8,2,5,1
1/03/2018,2018,Stratford District,Stratford District,Taranaki,274844.63,2,27,0,0,0,2,0
1/03/2018,2018,Tararua District,Tararua District,Manawatu-Wanganui,927924.85,10,119,0,0,1,1,8
1/03/2018,2018,Tasman District,Tasman District,Tasman,1959352.5,13,166,2,1,4,5,1
1/03/2018,2018,Taupo District,Taupo District,Waikato,2120404.9,11,160,0,0,0,1,10
1/03/2018,2018,Tauranga District,Tauranga District,Bay of Plenty,8238192.98,38,517,1,2,9,16,10
1/03/2018,2018,Thames-Coromandel District,Thames-Coromandel District,Waikato,2589834.49,21,259,1,0,3,10,7
